"url","routeType","httpStatus","finalUrl","canonicalUrl","canonicalUrls","canonicalCount","canonicalIsSelf","eligibleForIndexing","indexable","robotsAllowed","robotsMeta","sitemapIncluded","title","titleLength","metaDescription","descriptionLength","h1","openGraph","twitter","jsonLdTypes","incomingInternalLinkCount","outgoingInternalLinkCount","wordCount","modifiedDate","sitemapLastmod","duplicateTitle","duplicateDescription","orphanPage","redirectChain","structuredDataValidity","structuredDataErrors","sources","error"
"https://vidrial.vercel.app/","homepage","200","https://vidrial.vercel.app/","https://vidrial.vercel.app/","[""https://vidrial.vercel.app/""]","1","true","true","true","true","index,follow","true","Vidrial — AI video editing that understands your project","56","Turn authorised long-form video into explainable, editable clips with AI-assisted planning, captions and reframing.","115","[""Your footage. One prompt. A finished first cut.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/""}","{""card"":""summary_large_image"",""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","78","24","909","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/"",""status"":200}]","valid-json","[]","[""crawl-seed"",""route-tree"",""sitemap""]",""""""
"https://vidrial.vercel.app/acceptable-use","trust-legal","200","https://vidrial.vercel.app/acceptable-use","https://vidrial.vercel.app/acceptable-use","[""https://vidrial.vercel.app/acceptable-use""]","1","true","true","true","true","index,follow","true","Vidrial Acceptable Use Policy","29","Review the media rights, safety, abuse, impersonation and copyright rules that apply when using Vidrial.","104","[""Acceptable use policy""]","{""title"":""Vidrial Acceptable Use Policy"",""description"":""Review the media rights, safety, abuse, impersonation and copyright rules that apply when using Vidrial."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/acceptable-use""}","{""card"":""summary_large_image"",""title"":""Vidrial Acceptable Use Policy"",""description"":""Review the media rights, safety, abuse, impersonation and copyright rules that apply when using Vidrial."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","53","23","186","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/acceptable-use"",""status"":200}]","valid-json","[]","[""route-tree"",""sitemap""]",""""""
"https://vidrial.vercel.app/ai-transparency","trust-legal","200","https://vidrial.vercel.app/ai-transparency","https://vidrial.vercel.app/ai-transparency","[""https://vidrial.vercel.app/ai-transparency""]","1","true","true","true","true","index,follow","true","AI Transparency at Vidrial","26","See where Vidrial uses AI, what project context models receive, how edit plans stay reviewable and how generated media is labelled.","131","[""When AI is used, and when it isn't.""]","{""title"":""AI Transparency at Vidrial"",""description"":""See where Vidrial uses AI, what project context models receive, how edit plans stay reviewable and how generated media is labelled."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/ai-transparency""}","{""card"":""summary_large_image"",""title"":""AI Transparency at Vidrial"",""description"":""See where Vidrial uses AI, what project context models receive, how edit plans stay reviewable and how generated media is labelled."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","53","24","325","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/ai-transparency"",""status"":200}]","valid-json","[]","[""route-tree"",""sitemap""]",""""""
"https://vidrial.vercel.app/app","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","[""https://vidrial.vercel.app/login""]","1","false","false","false","true","noindex,nofollow","false","Log in — Vidrial","16","Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing.","121","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/""}","{""card"":""summary_large_image"",""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","0","4","101","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/app"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp"",""status"":200}]","valid-json","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/automations","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","[""https://vidrial.vercel.app/login""]","1","false","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing.","121","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/""}","{""card"":""summary_large_image"",""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","0","4","101","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/app/automations"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fautomations"",""status"":200}]","valid-json","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/automations/new","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","[""https://vidrial.vercel.app/login""]","1","false","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing.","121","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/""}","{""card"":""summary_large_image"",""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","0","4","101","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/app/automations/new"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fautomations%2Fnew"",""status"":200}]","valid-json","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/billing","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","[""https://vidrial.vercel.app/login""]","1","false","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing.","121","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/""}","{""card"":""summary_large_image"",""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","0","4","101","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/app/billing"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fbilling"",""status"":200}]","valid-json","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/feedback","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","[""https://vidrial.vercel.app/login""]","1","false","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing.","121","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/""}","{""card"":""summary_large_image"",""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","0","4","101","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/app/feedback"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Ffeedback"",""status"":200}]","valid-json","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/help","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","[""https://vidrial.vercel.app/login""]","1","false","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing.","121","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/""}","{""card"":""summary_large_image"",""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","0","4","101","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/app/help"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fhelp"",""status"":200}]","valid-json","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/projects","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","[""https://vidrial.vercel.app/login""]","1","false","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing.","121","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png"",""url"":""https://vidrial.vercel.app/""}","{""card"":""summary_large_image"",""title"":""Vidrial — AI video editing that understands your project"",""description"":""Turn authorised long-form video into explainable, editable short clips with AI-assisted planning, captions and reframing."",""image"":""https://vidrial.vercel.app/social/vidrial-social-card.png""}","[""Organization"",""WebSite""]","0","4","101","""""","""""","false","false","false","[{""url"":""https://vidrial.vercel.app/app/projects"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fprojects"",""status"":200}]","valid-json","[]","[""route-tree""]",""""""
